LICENSENO,BUSINESSNAME,DBANAME,COMMENTS,LOCATIONCOMMENTS,ISSDTTM,EXPDTTM,LICSTATUS,LICCAT,LICCATDESC,OPENING,CLOSING,PATRONSOUT,CAPACITY,PRIMAPPLICANT,PHONE,STNO,STNOHI,Address,CITY,STATE,ZIP,Location,LT,LO,Latitude,Longitude
LB-99768,COLUMBUS CORPORATION,GIACOMO'S RESTAURANT,WINES  MALT AND LIQUEURS TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR.,IN ONE ROOM AND A KITCHEN ON THE FIRST FLOOR; STORAGE AND KITCHEN IN BASEMENT.,2013-11-13,2015-12-31,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:00 PM,11:30 PM,39,COLUMBUS CORPORATION,NULL,431,,  Columbus AV,Boston,MA,02116,"(42.344074, -71.077812)",(42.344074, -71.077812),42.344074, -71.077812
LB-99186,"RARE HOSPITALITY INTERNATIONAL, INC.",LONGHORN STEAKHOUSE,ALCOHOL BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS ON THE PATIO.,In two rooms on the first floor with lounge area; kitchen and storage in the rear also to include an outside patio for 40 patrons.,2013-11-27,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,12:00 AM,12:30 AM,209,"RARE HOSPITALITY INTERNATIONAL, INC.",NULL,201,201,  Brookline AV,Boston,MA,02215,"(42.344238, -71.102181)",(42.344238, -71.102181),42.344238, -71.102181
LB-99859,"DRYDOCK CAFÉ, LLC",NULL,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) NO BAR,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.  PURSUANT TO THE AUTHORITY CONTAINED IN CHAPTER 481 OF THE ACTS OF 1994.,2013-11-21,2015-12-31,Active,CV7MWLR,CV7 Malt Wine Liq. Restrict.,NULL,11:00 PM,11:30 PM,75,"DRYDOCK CAFÉ, LLC",NULL,7,,Dry Dock Av,Boston,MA,02210,"(42.344287, -71.036123)",(42.344287, -71.036123),42.344287, -71.036123
LB-99354,"RRG, LLC",NULL,Alcoholic Beverages served only in conjunction with meals 1:00 A.M. Closing,551-553 Tremont Street; in one room on first floor used  for dining and kitchen. Storage in basement  also seasonal  outdoor patio on Tremont Street.  Capacity breakdown: 115 inside  50 outside  main entrance on Tremont Street and emergency exit to alley in rear.,2013-11-26,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,115,"HAMERSLEY'S, INC.",NULL,553,,  Tremont ST,Boston,MA,02116,"(42.344321, -71.07184)",(42.344321, -71.07184),42.344321, -71.07184
LB-99437,MASSACHUSETTS CONVENTION CENTER AUTHORITY,MASSACHUSETTS CONVENTION CENTER AUTHORITY,A.) ALCOHOL SERVICE ONLY WITH CONVENTION EVENT.,IN WHOLE OF SAID BUILDING.  MANAGEMENT AGREEMENT APPROVED BETWEEN MASSACHUSETTS CONVENTION CENTER AUTHORITY & LEVY PREMIUM FOOD SERVICE LIMITED PARTNERSHIP.,2013-11-26,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,500,MASSACHUSETTS CONVENTION CENTER AUTHORITY,NULL,415,,  Summer ST,Boston,MA,02210,"(42.344449, -71.044821)",(42.344449, -71.044821),42.344449, -71.044821
LB-99648,"B&T, LLC",PICCO,A.) PATIO CLOSING HOUR: 11:00 P.M.,FIRST FLOOR IN ONE ROOM  KITCHEN  REST ROOMS  STORAGE AREA WITH AN ENTRANCE AND EXIT TO TREMONT STREET AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 24 PATRONS.  DPW LAND,2013-11-22,2015-12-31,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,42,"B&T, LLC",NULL,530,,  Tremont ST,Roxbury,MA,02116,"(42.344517, -71.07018)",(42.344517, -71.07018),42.344517, -71.07018
LB-98936,"BASEBALL TAVERN, INC.",BASEBALL TAVERN,ROOFDECK CONDITIONS: 1.) ROOF DECK TO BE CLOSED AT MIDNIGHT  2.) NO BOTTLES (GLASS  ALUMINUM OR PLASTIC ) ALL ALCOHOL TO BE SERVED IN PLASTIC CUPS.  OUTDOOR PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) MUST BE STAFFED AT ALL TIMES.  3.) MIDNIGHT CLOSING HOUR ON PATIO.,WITH EMERGENCY EXITS; IN ONE ROOM  UTILITY KITCHEN  OFFICE & STOCKROOMS ON GROUND FLOOR; IN TWO ROOMS & KITCHEN ON FIRST FLOOR; IN ONE ROOM ON 2ND FLOOR; ROOF PATIO FOR 125 PATRONS & OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FROM APRIL THROUGH OCTOBER.  INSIDE CAPACITY BREAKDOWN: BASEMENT - 106; 1S,2013-11-29,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,541,"BASEBALL TAVERN, INC.",NULL,1270,,  Boylston ST,Boston,MA,02215,"(42.344648, -71.096299)",(42.344648, -71.096299),42.344648, -71.096299
LB-99676,TASTY BURGER CORPORATION,TASTY BURGER,NONE,ONE ROOM ON GROUND FLOOR WITH KITCHEN ON RIGHT SIDE AND HALLWAY TO RESTROOMS IN REAR; MAIN ENTRANCE ON BOYLSTON STREET AND EMERGENCY EXIT IN REAR; AND TO INCLUDE A SEASONAL OUTDOOR PATIO ALONG BOYLSTON STREET ON PRIVATE PROPERTY FOR 30 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.  Capacity b,2013-11-22,2015-12-31,Active,CV7MW,CV7 Malt Wine,NULL,2:00 AM,2:30 AM,77,TASTY BURGER CORPORATION,(617)450-9000,1301,,  Boylston ST,Boston,MA,02215,"(42.344773, -71.098278)",(42.344773, -71.098278),42.344773, -71.098278
LB-99247,"BARCELONA SOUTH END, LLC",BARCELONA,NONE,IN ONE (1) LARGE ROOM ON GROUND FLOOR WITH KITCHEN AND STORAGE IN THE REAR;  ENTRANCE/EXIT ON TREMONT STREET AND TO OUTDOOOR DINING AREA;  TO INCLUDE OUTDOOR DINING FOR 40 PATRONS ON PRIVATE PROPERTY.,2013-11-22,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,175,"BARCELONA SOUTH END, LLC",NULL,525,,  Tremont ST,Boston,MA,02116,"(42.344859, -71.070789)",(42.344859, -71.070789),42.344859, -71.070789
LB-101615,"HOJOKO, LLC",HOJOKO,NONE,HOTEL ON THREE (3) FLOORS.  BASEMENT: KITCHEN AND STORAGE.  FIRST FLOOR: INDOOR DINING-RESTAURANT BAR AND LOUNGE AREA (+/-1 177 SF) WITH SEATING FOR SIXTY-NINE (69); ADDITIONAL DINING AREA (+/-777 SF) WITH SEATING FOR FORTY-FOUR (44).  OUTDOOR DINING-RESTAURANT EXTERIOR PATIO #1 (+/-2 900 SF) WITH,2013-11-25,2016-12-31,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,"HOJOKO, LLC",NULL,1271,1275,  Boylston ST,Boston,MA,02215,"(42.345316, -71.096927)",(42.345316, -71.096927),42.345316, -71.096927
LB-99369,"YARD HOUSE BOSTON FENWAY TRIANGLE, LLC",YARD HOUSE,CAPACITY BREAKDOWN: AREA 1-50 PERSONS BAR STOOLS; 259 - PERSONS TABLE & CHAIRS; 148-PERSONS STANDING; AREA 3-12 PERSONS BAR STOOLS; 68-PERSONS TABLE & CHAIRS; 30-PERSONS STANDING & 111 OUTSIDE STANDING ONLY. A.) 10:00 A.M. OPENING ON SUNDAYS TO SERVE ALCOHOL WITH BRUNCH.,126 BROOKLINE AVENUE  BOSTON; 1ST FLOOR COMMERCIAL UNIT CONSISTING OF APPROXIMATELY 12 808.11 SQUARE FEET INCLUDING DINING ROOMS  BAR AREAS  2 ANNUAL OUTDOOR PATIOS ON PRIVATE PROPERTY FOR 111 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 2:00 A.M.  KITCHEN  STORAGE ROOMS  BATHROOMS AND MULTIPLE EXITS/E,2013-11-26,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,672,"YARD HOUSE BOSTON FENWAY TRIANGLE, LLC",NULL,126,,  Brookline AV,Boston,MA,02215,"(42.34533, -71.10015)",(42.34533, -71.10015),42.34533, -71.10015
LB-98909,"BL RESTAURANT OPERATIONS, LLC",BAR LOUIE TAVERN AND GRILL,NONE,121 BROOKLINE AVENUE  BOSTON:  FIRST FLOOR COMMERCIAL UNIT CONSISTING  OF APPROX. 5 809 S. F. INCLUDING DINING ROOM  BAR AREA  LOUNGE ROOM  KITCHEN  COOLER  STORAGE ROOMS  OFFICES  AND BATHROOMS; MAIN ENTRANCE/EXIT FOR PUBLIC AT FRONT  ONE EGRESS AT FRONT FOR EMERGENCIES  ONE EGRESS AT REAR FOR EMER,2013-11-26,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,179,"BL RESTAURANT OPERATIONS, LLC",NULL,121,,  Brookline AV,Boston,MA,02215,"(42.34575, -71.10049)",(42.34575, -71.10049),42.34575, -71.10049
LB-99530,"PHO BASIL, INC.",NULL,MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,@ 177A MASSACHUSETTS AVENUE: Rear exit for emergency and stock; in one room on first floor with kitchen and stockroom.,2013-11-18,2015-12-31,Active,CV7MW,CV7 Malt Wine,NULL,12:30 AM,1:00 AM,60,"PHO BASIL, INC.",NULL,177,,  Massachusetts AV,Boston,MA,02115,"(42.34577, -71.08734)",(42.34577, -71.08734),42.34577, -71.08734
LB-99558,"FARANDOLE, LLC",NULL,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR.,175 Massachusetts Avenue; Boston  MA 02115.  With 2 entrances/exits; 1 on Massachusetts Ave.  One in rear of the building  containing 1 dining room  1 kitchen  2 bathrooms  2 walk in coolers and 2 storage rooms.,2013-11-12,2015-12-31,Active,CV7MW,CV7 Malt Wine,NULL,11:00 PM,11:30 PM,48,"FARANDOLE, LLC",(978)866-3663,175,,  Massachusetts AV,Boston,MA,02115,"(42.34583, -71.08737)",(42.34583, -71.08737),42.34583, -71.08737
LB-99544,BANGKOK CITY CORPORATION,BANGKOK CITY,MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR; CELLAR FOR STOCK.,2013-11-27,2015-12-31,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,118,BANGKOK CITY CORPORATION,NULL,167,171,  Massachusetts AV,Boston,MA,02115,"(42.345998, -71.087473)",(42.345998, -71.087473),42.345998, -71.087473
LB-98966,"98 BROOKLINE AVENUE, INC.",COPPERFIELDS,,Three rear exits for emergency and stock; in one enlarged room on the first floor; one room  stockroom and kitchen in basement.  Capacity breakdown: 1st fl - 300; down under - 142.,2013-11-22,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,442,"98 BROOKLINE AVENUE, INC.",NULL,96,98,  Brookline AV,Boston,MA,02215,"(42.34612, -71.09929)",(42.34612, -71.09929),42.34612, -71.09929
LB-101660,"DIAMONDROCK BOSTON TENANT, LLC",WESTIN BOSTON WATERFRONT,NONE,MAIN ENTRANCE ON SUMMER STREET INTO LOBBY OF HOTEL; GUEST ROOMS ON FLOORS 4-17 TO THE RIGHT OF MAIN ENTRANCE; ON 3 FLOORS TO THE LEFT OF MAIN ENTRANCE: FIRST FLOOR EXHIBIT SPACE  8 FUNCTION ROOMS  PRE-FUNCTION AREA AND OUTDOOR TERRACE; 2ND FLOOR RETAIL SPACE  INTERIM FUNCTION SPACE  7 FUNCTION ROOMS,2013-11-26,2015-12-31,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,"DIAMONDROCK BOSTON TENANT, LLC",NULL,425,,  Summer ST,Boston,MA,02210,"(42.346219, -71.043099)",(42.346219, -71.043099),42.346219, -71.043099
LB-99041,"SEAPORT HOSPITALITY, INC.",NULL,PATIO CLOSING HOUR: MIDNIGHT,IN ONE LARGE ROOM ON SECOND FLOOR (LOBBY) OF WESTIN HOTEL WATERFRONT; KITCHEN  STORAGE AND OFFICE ON FIRST FLOOR WITH SEASONAL OUTDOOR SEATING FOR 40 PERSONS ON PRIVATE PROPERTY.,2013-12-01,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,300,"SEAPORT HOSPITALITY, INC.",NULL,425,,  Summer ST,Boston,MA,02210,"(42.346219, -71.043099)",(42.346219, -71.043099),42.346219, -71.043099
LB-98998,"A.T.G., INC.",CLERYS,Downstairs for functions Only; 2 Valet Parking if exceeds 40,In two rooms  one to be a function room and kitchen on the first floor and one large function room in basement; also basement for storage with an increase in seating capacity.  Capacity breakdown: bar/lounge - 199; function room - 50; function room - 100.,2013-11-25,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,349,"A.T.G., INC.",NULL,331,335,  Columbus AV,Boston,MA,02116,"(42.346243, -71.0752)",(42.346243, -71.0752),42.346243, -71.0752
LB-99450,"RED ROCKETS, LLC",THE DELUX,1:00 A.M. CLOSING ON ALL DAYS,IN ONE ROOM AND KITCHEN ON FIRST FLOOR; CELLAR FOR STOCK.,2013-11-26,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,62,"RED ROCKETS, LLC",NULL,100,,  Chandler ST,Boston,MA,02116,"(42.34626, -71.07288)",(42.34626, -71.07288),42.34626, -71.07288
LB-99446,"COLUMBUS PARTNERS, INC.",CODA KITCHEN AND BAR,NONE,IN ONE ROOM ON FIRST FLOOR; REAR ROOM AND CELLAR FOR STOCK.,2013-11-08,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,70,"COLUMBUS PARTNERS, INC.",NULL,329,,  Columbus AV,Boston,MA,02116,"(42.34632, -71.075098)",(42.34632, -71.075098),42.34632, -71.075098
LB-99685,INTERNAL MATTER LLC,INTERNAL MATTER,NONE,In one room with kitchen  office and 2 handicap accessible restrooms. Entrance and exit on Channel Center Street and a rear exit on Medallion Avenue.,2013-11-22,2015-12-31,Active,CV7MW,CV7 Malt Wine,NULL,12:00 AM,12:30,45,INTERNAL MATTER LLC,NULL,35,,  Channel Center ST,Boston,MA,02210,"(42.346397, -71.050561)",(42.346397, -71.050561),42.346397, -71.050561
LB-99389,"111, LLC",BROWNSTONE,NEIGHBORHOOD AGREEMENT TO BE INCORPORATED BY REFERENCE.,111 Dartmouth St.; First Floor consisting of on room with four seating areas and bar  kitchen and storage in the rear; storage and prep area in the basement.,2013-11-25,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,99,"111, LLC",NULL,111,,  Dartmouth ST,Boston,MA,02116,"(42.346447, -71.075281)",(42.346447, -71.075281),42.346447, -71.075281
LB-101621,REMINGTON BOSTON EMPLOYERS LLC,HILTON BOSTON BACK BAY,NONE,IN WHOLE OF SAID BUILDING SEE ISD CERTIFICATE FOR THE CAPACITY.,2013-11-26,2015-12-31,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,REMINGTON BOSTON EMPLOYERS LLC,NULL,40,,  Dalton ST,Boston,MA,02115,"(42.34645, -71.08526)",(42.34645, -71.08526),42.34645, -71.08526
LB-99332,"LUCCA HOLDINGS, INC.",LUCCA BACK BAY,PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) TO BE STAFFED AT ALL TIMES.,TWO ROOMS  KITCHEN AND STORAGE AREA ON THE FIRST FLOOR AND MEZZANINE.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 12 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.  CAPACITY BREAKDOWN: 1ST FL - 156  2ND FL - 44.,2013-11-19,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,200,"LUCCA HOLDINGS, INC.",NULL,116,,  Huntington AV,Boston,MA,02116,"(42.34651, -71.07976)",(42.34651, -71.07976),42.34651, -71.07976
LB-99297,VAN LIN CORP,BARLOW'S,PATIO CONDITIONS: 1.) PATIO CLOSING HOUR AT 10:00 P.M.  2.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD  3.) MUST BE STAFFED AT ALL TIMES. Alcoholic Beverages to be served in conjunction with brunch on Sundays 10:00 A.M. - Noon.,IN ONE ROOM ON FIRST FLOOR; KITCHEN AND STORAGE IN CELLAR AND TO INCLUDE AN OUTDOOR PATIO ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - 10:00 P.M.  Capacity breakdown: 1st fl - 142 seated  23 standing; lower level - 40 seated; patio - 64.,2013-11-22,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,205,VAN LIN CORP,NULL,241,,A St,Boston,MA,02127,"(42.346569, -71.051069)",(42.346569, -71.051069),42.346569, -71.051069
LB-101620,"HST LESSEE BOSTON, LLC",SHERATON BOSTON HOTEL,11:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,In whole of said building including exhibition area on basement level.    (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),2013-11-21,2015-12-31,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,"HST LESSEE BOSTON, LLC",NULL,39,,  Dalton ST,Boston,MA,02116,"(42.34657, -71.08384)",(42.34657, -71.08384),42.34657, -71.08384
LB-99393,NEW APPLETON LLC,MERRILL & CO.,1. Alcohol to be served with food on patio. 2. Patio Staffed during hours of operation between the hours 5:00 P.M.- Midnight.,A restaurant consisting of 3 830 sq. feet located on the first floor with kitchen and storage in the rear.  With a seasonal outdoor patio located on public property with seating for 34 patrons,2013-11-26,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,159,NEW APPLETON LLC,NULL,1,,  Appleton ST,Boston,MA,02116,"(42.346725, -71.069653)",(42.346725, -71.069653),42.346725, -71.069653
LB-99747,"TRI'UR, INC.",Salty Pig,1.) Service of alcohol on Sundays at 10:00 A.M. with brunch.,In one enlarged room on two levels with kitchen  and to include an outside patio seating area for 50 persons.  Inside capacity (90) breakdown: 15 @ stools  68 @ tables & chairs; 7 standing.,2013-11-08,2015-12-31,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,1:00 AM,1:30 AM,90,"TRI'UR, INC.",NULL,130,,  Dartmouth ST,Boston,MA,02116,"(42.346779, -71.0761)",(42.346779, -71.0761),42.346779, -71.0761
LB-98920,"HLC GROUP ENTERPRISES, LLC",NULL,NONE,IN ONE ROOM ON FIRST FLOOR WITH KITCHEN  STORAGE AND RESTROOMS; ENTRANCE FROM DARTMOUTH STREET AND BUILDING LOBBY; ONE BACK EXIT.,2013-11-15,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,148,"HLC GROUP ENTERPRISES, LLC",NULL,131,,  Dartmouth ST,Boston,MA,02116,"(42.34682, -71.07543)",(42.34682, -71.07543),42.34682, -71.07543
LB-99680,BEANTOWN BURGER COMPANY,BOSTON BURGER COMPANY,CAPACITY BREAKDOWN: 52 PERSONS AS FOLLOWS: 10- PERSONS BAR STOOLS; 42 - PERSONS TABLE & CHAIRS,A RESTAURANT LOCATED ON THE FIRST FLOOR OF THE BUILDING  WITH ONE MAIN ENTRANCE/EXIT AND KITCHEN AND STORAGE IN THE REAR AND BASEMENT.  WITH A SEASONAL OUTDOOR PATIO SEATING FOR 8 PATRONS LOCATED ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.,2013-11-26,2015-12-31,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,52,BEANTOWN BURGER COMPANY,NULL,1100,,  Boylston ST,Boston,MA,02215,"(42.346842, -71.088506)",(42.346842, -71.088506),42.346842, -71.088506
LB-99588,"MONTANUS, INC.",BUKOWSKI TAVERN,MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,In one room on the ground floor  with kitchen  seasonal outdoor patio on sidewalk in front of premises - storage in rear emergency exit in alley in rear.,2013-11-27,2015-12-31,Active,CV7MW,CV7 Malt Wine,NULL,2:00 AM,2:30 AM,49,"MONTANUS, INC.",NULL,50,,  Dalton ST,Boston,MA,02115,"(42.347065, -71.085643)",(42.347065, -71.085643),42.347065, -71.085643
LB-101625,"MARRIOTT HOTEL SERVICES, INC.",BOSTON MARRIOTT HOTEL-COPLEY,11:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,IN WHOLE OF SAID BUILDING.  (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),2013-11-21,2015-12-31,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,"MARRIOTT HOTEL SERVICES, INC.",NULL,110,,  Huntington AV,Boston,MA,02116,"(42.347082, -71.078373)",(42.347082, -71.078373),42.347082, -71.078373
LB-99809,"WAGAMAMA BOSTON ONE, LLC",WAGAMAMA,1.) NO BAR  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) TO BE STAFFED AT ALL TIMES.,IN ONE ROOM LOCATED IN THE PRUDENTIAL CENTER WITH KITCHEN AND STORAGE IN THE REAR AND TO INCLUDE OUTDOOR SEATING FOR 24 SEATS ON A PRIVATE PATIO DIRECTLY NEXT TO THE PREMISES IN THE (PRUDENTIAL CENTER) BETWEEN THE HOURS OF 11:00 AM - 11:00 PM.,2013-11-14,2015-12-31,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,12:00 AM,12:30 AM,162,"WAGAMAMA BOSTON ONE, LLC",NULL,800,,  Boylston ST,Boston,MA,02199,"(42.34716, -71.08251)",(42.34716, -71.08251),42.34716, -71.08251
LB-99217,"SLESAR BROS. BREWING COMPANY, INC.",Boston Beer Works,NONE,In one (1) large room and kitchen and storage on first floor; entrance on Brookline Avenue with emergency exits to adjacent parking area.  Capacity breakdown per ISD: 220 seating; 200 standing.,2013-11-22,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,420,"SLESAR BROS. BREWING COMPANY, INC.",(617)719-6260,61,,  Brookline AV,Boston,MA,02215,"(42.347163, -71.099081)",(42.347163, -71.099081),42.347163, -71.099081
LB-99091,"LEGAL SEA FOODS, LLC",LEGAL SEA FOODS,10:00 A.M. OPENING ON SUNDAYS FOR ALCOHOL SERVICE WITH BRUNCH.,TWO LEVELS WITH EMPLOYEE LOCKERS AND MECHANICAL ROOM ON UPPER LEVEL; OFFICE  KITCHEN  2 DINING ROOMS AND FUNCTION ROOMS ON LOWER LEVEL.  ONE ENTRANCE & EXIT TO MALL  EGRESS FROM DINING ROOM AND SIDE EXIT TO MALL CORRIDOR  REAR EXIT TO SERVICE ELEVATOR.,2013-11-14,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,299,"LEGAL SEA FOODS, LLC",NULL,100,,  Huntington AV,Boston,MA,02116,"(42.34721, -71.0782)",(42.34721, -71.0782),42.34721, -71.0782
LB-98947,SELECT RESTAURANTS' INC.,TOP OF THE HUB,1. Food service only until 3:00 A.M. all patrons out by 3:30 A.M. 2. Serve and deliver food and alcoholic beverages from ll:00  A.M. on Sundays. Capacity as follows 338 persons on 52nd floor  499 persons on the 50th floor.,800 Boylston Street - Entire fifty-second floor and one room (Skywalk) on the 50th floor.  Capacity breakdown: 50th fl (function room) - 499; 52nd fl (restaurant) - 338.,2013-11-20,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,837,SELECT RESTAURANTS' INC.,NULL,800,,  Boylston ST,Boston,MA,02199,"(42.347296, -71.081457)",(42.347296, -71.081457),42.347296, -71.081457
LB-99164,"P. F. CHANG'S CHINA BISTRO, INC.",P.F. CHANG'S CHINA BISTRO,PATIO CONDITIONS:  1.) CLOSING HOUR 10:00 PM SUNDAY - THURSDAY  11:00 P.M. FRIDAY AND SATURDAY  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS   3.) TO BE STAFFED AT ALL TIMES. ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,IN ONE LARGE ROOM WITH KITCHEN & STORAGE ON BELVEDERE ARCADE/HUNTINGTON AVE SIDE OF PRUDENTIAL CENTER WITH AN OUTDOOR SEASONAL PATIO ON STREET LEVEL AREA REAR OF ALONG BELVEDERE ARCADE/HUNTINGTON AVE. SIDE OF PRUDENTIAL CENTER FROM APRIL - OCTOBER.  Capacity breakdown: street level - 61; arcade leve,2013-11-22,2016-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,245,"P. F. CHANG'S CHINA BISTRO, INC.",NULL,800,,  Boylston ST,Boston,MA,02199,"(42.347296, -71.081457)",(42.347296, -71.081457),42.347296, -71.081457
LB-99367,"LEGAL SEAFOODS, LLC",LEGAL SEAFOODS,10:00 A.M. OPENING ON SUNDAYS FOR ALCOHOL SERVICE WITH BRUNCH.,800 BOYLSTON STREET  LEVEL 2  PRUDENTIAL CENTER  WITH TWO ENTRANCES AND EXITS TO MALL CONCOURSE  IN ONE LARGE ROOM WITH LOUNGE  KITCHEN  AND STORAGE IN THE REAR.,2013-11-14,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,351,"LEGAL SEAFOODS, LLC",NULL,800,,  Boylston ST,Boston,MA,02199,"(42.347296, -71.081457)",(42.347296, -71.081457),42.347296, -71.081457
LB-99378,"CALIFORNIA PIZZA KITCHEN,INC.",CALIFORNIA PIZZA KITCHEN,,800 Boylston St Prudential Center #155; In one room on first floor  kitchen in rear  storage in basement. 175 patrons inside (168 seating  7 standing)  also  outdoor seasonal patio  for 26 patrons  which will close at 10:00 p.m.,2013-11-25,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,175,"CALIFORNIA PIZZA KITCHEN, INC.",NULL,800,,  Boylston ST,Boston,MA,02199,"(42.347296, -71.081457)",(42.347296, -71.081457),42.347296, -71.081457
LB-99399,HARU PRUDENTIAL CORP.,HARU,1.) PATIO CLOSING HOUR 11:00 PM  2.) ALCOHOL TO BE SERVED ON PATIO ONLY IN CONJUNCTION WITH MEALS.  3.) PATIO TO BE STAFFED AT ALL TIMES,ON ONE FLOOR AT STREET LEVEL  IN ONE ROOM; DINING ROOM  LOUNGE AND BAR; KITCHEN AND STORAGE IN REAR AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 34 PATRONS ON PRIVATE PROPERTY.  Capacity breakdown: 170 seated  25 standing.,2013-11-29,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,195,HARU PRUDENTIAL CORP.,NULL,800,,  Boylston ST,Boston,MA,02199,"(42.347296, -71.081457)",(42.347296, -71.081457),42.347296, -71.081457
